Feature 1,Feature 2,Feature 3,count,mean,std,min,25%,50%,75%,max
Action Taken,Network Segment,Browser Version,590.0000,0.2229,0.1923,0.0000,0.0952,0.1818,0.2919,1.0000
Action Taken,Network Segment,Browser Minor,909.0000,0.3112,0.1846,0.0000,0.1765,0.2857,0.4286,1.0000
Action Taken,Network Segment,Browser Patch,1089.0000,0.3317,0.1877,0.0000,0.2000,0.3077,0.4444,1.0000
Action Taken,Network Segment,OS Name,45.0000,0.0392,0.0217,0.0056,0.0223,0.0352,0.0529,0.1117
Action Taken,Network Segment,OS Version,198.0000,0.1095,0.1064,0.0000,0.0485,0.0792,0.1429,0.8000
Action Taken,Network Segment,OS Version Minor,126.0000,0.0916,0.0584,0.0000,0.0456,0.0808,0.1279,0.2923
Action Taken,Network Segment,OS Version Patch,99.0000,0.0803,0.0481,0.0000,0.0342,0.0784,0.1094,0.2131
Action Taken,Network Segment,Device Model,72.0000,0.1011,0.1263,0.0079,0.0288,0.0599,0.1116,0.8000
Action Taken,Network Segment,Device Type,72.0000,0.1011,0.1263,0.0079,0.0288,0.0599,0.1116,0.8000
Action Taken,Firewall Logs,Browser Name,54.0000,0.0465,0.0277,0.0044,0.0258,0.0365,0.0628,0.1282
Action Taken,Firewall Logs,Browser Version,396.0000,0.1846,0.1790,0.0000,0.0811,0.1450,0.2222,1.0000
Action Taken,Firewall Logs,Browser Minor,606.0000,0.2559,0.1531,0.0000,0.1333,0.2330,0.3333,0.8000
Action Taken,Firewall Logs,Browser Patch,726.0000,0.2633,0.1499,0.0000,0.1538,0.2500,0.3529,0.8889
Action Taken,Firewall Logs,OS Name,30.0000,0.0390,0.0209,0.0033,0.0276,0.0355,0.0503,0.1087
Action Taken,Firewall Logs,OS Version,132.0000,0.0836,0.0826,0.0000,0.0376,0.0601,0.1004,0.6000
Action Taken,Firewall Logs,OS Version Minor,84.0000,0.0758,0.0470,0.0017,0.0443,0.0644,0.1118,0.1953
Action Taken,Firewall Logs,OS Version Patch,66.0000,0.0680,0.0441,0.0019,0.0380,0.0622,0.0838,0.2308
Action Taken,Firewall Logs,Device Model,48.0000,0.0877,0.1075,0.0068,0.0327,0.0623,0.0938,0.6667
Action Taken,Firewall Logs,Device Type,48.0000,0.0877,0.1075,0.0068,0.0327,0.0623,0.0938,0.6667
Action Taken,Firewall Logs,Scale Packet Length,8532.0000,0.4884,0.2732,0.0000,0.2500,0.5000,0.6667,1.0000
Action Taken,IDS/IPS Alerts,Browser Name,54.0000,0.0400,0.0276,0.0073,0.0227,0.0290,0.0467,0.1369
Action Taken,IDS/IPS Alerts,Browser Version,396.0000,0.1827,0.1782,0.0000,0.0741,0.1443,0.2222,1.0000
Action Taken,IDS/IPS Alerts,Browser Minor,606.0000,0.2528,0.1511,0.0000,0.1429,0.2330,0.3333,0.8000
Action Taken,IDS/IPS Alerts,Browser Patch,726.0000,0.2577,0.1506,0.0000,0.1429,0.2353,0.3561,1.0000
Action Taken,IDS/IPS Alerts,OS Version,132.0000,0.0781,0.0780,0.0000,0.0357,0.0622,0.0978,0.7273
Action Taken,IDS/IPS Alerts,OS Version Minor,84.0000,0.0796,0.0487,0.0057,0.0428,0.0718,0.1098,0.2353
Action Taken,IDS/IPS Alerts,OS Version Patch,66.0000,0.0676,0.0402,0.0096,0.0366,0.0582,0.1050,0.1653
Action Taken,IDS/IPS Alerts,Device Model,48.0000,0.0924,0.1310,0.0030,0.0232,0.0518,0.1072,0.6667
Action Taken,IDS/IPS Alerts,Device Type,48.0000,0.0924,0.1310,0.0030,0.0232,0.0518,0.1072,0.6667
Action Taken,IDS/IPS Alerts,Scale Packet Length,8538.0000,0.4925,0.2722,0.0000,0.2500,0.5000,0.6667,1.0000
Action Taken,Log Source,Browser Name,54.0000,0.0429,0.0245,0.0059,0.0246,0.0379,0.0561,0.1230
Action Taken,Log Source,Browser Version,394.0000,0.1823,0.1595,0.0000,0.0833,0.1450,0.2249,1.0000
Action Taken,Log Source,Browser Minor,606.0000,0.2512,0.1464,0.0000,0.1333,0.2308,0.3333,0.8000
Action Taken,Log Source,Browser Patch,726.0000,0.2691,0.1565,0.0000,0.1579,0.2500,0.3571,0.8889
Action Taken,Log Source,OS Version,132.0000,0.0795,0.0723,0.0000,0.0369,0.0567,0.1013,0.4444
Action Taken,Log Source,OS Version Minor,84.0000,0.0760,0.0449,0.0037,0.0452,0.0660,0.1036,0.1880
Action Taken,Log Source,OS Version Patch,66.0000,0.0736,0.0421,0.0022,0.0417,0.0785,0.0923,0.1810
Action Taken,Log Source,Device Model,48.0000,0.0782,0.0936,0.0000,0.0238,0.0490,0.0869,0.4286
Action Taken,Log Source,Device Type,48.0000,0.0782,0.0936,0.0000,0.0238,0.0490,0.0869,0.4286
Action Taken,Log Source,Scale Packet Length,8545.0000,0.4926,0.2738,0.0000,0.2500,0.5000,0.6667,1.0000
Action Taken,Browser Name,Browser Version,609.0000,0.2577,0.1912,0.0000,0.1143,0.2037,0.3750,1.0000
Action Taken,Browser Name,Browser Minor,333.0000,0.1678,0.1086,0.0000,0.0882,0.1429,0.2273,0.5000
Action Taken,Browser Name,Browser Patch,696.0000,0.3183,0.2263,0.0000,0.1500,0.2500,0.4286,1.0000
Action Taken,Browser Name,OS Name,48.0000,0.0383,0.0212,0.0050,0.0206,0.0353,0.0554,0.1056
Action Taken,Browser Name,OS Version,291.0000,0.1260,0.1016,0.0000,0.0534,0.1000,0.1667,0.7143
Action Taken,Browser Name,OS Version Minor,162.0000,0.1038,0.0870,0.0050,0.0491,0.0816,0.1338,0.6667
Action Taken,Browser Name,OS Version Patch,183.0000,0.1132,0.0685,0.0050,0.0652,0.1026,0.1595,0.3636
Action Taken,Browser Name,Device Brand,60.0000,0.1067,0.1783,0.0000,0.0265,0.0479,0.0954,1.0000
Action Taken,Browser Name,Device Model,72.0000,0.1047,0.1637,0.0000,0.0284,0.0510,0.1033,1.0000
Action Taken,Browser Name,Device Type,72.0000,0.1047,0.1637,0.0000,0.0284,0.0510,0.1033,1.0000
Action Taken,Browser Name,Packet Bin,81.0000,0.0583,0.0336,0.0078,0.0344,0.0508,0.0766,0.1780
Action Taken,Browser Name,Global Source IP,54.0000,0.2304,0.2719,0.0046,0.0272,0.0994,0.3250,1.0000
Action Taken,Browser Name,Global Destination IP,54.0000,0.2285,0.2819,0.0038,0.0258,0.0953,0.3333,1.0000
Action Taken,Browser Name,Is Proxy,54.0000,0.0481,0.0288,0.0076,0.0272,0.0386,0.0628,0.1517
Action Taken,Browser Version,Browser Minor,1023.0000,0.2901,0.2204,0.0000,0.1250,0.2353,0.4000,1.0000
Action Taken,Browser Version,Browser Patch Minor,351.0000,0.2208,0.1806,0.0000,0.0933,0.1667,0.3000,1.0000
Action Taken,Browser Version,OS Name,912.0000,0.2714,0.1745,0.0000,0.1429,0.2500,0.3750,1.0000
Action Taken,Browser Version,OS Version Patch Minor,198.0000,0.1253,0.1146,0.0027,0.0539,0.0933,0.1505,0.7273
Action Taken,Browser Version,Device Brand,580.0000,0.2064,0.1465,0.0000,0.1040,0.1818,0.2857,1.0000
Action Taken,Browser Version,Device Model,1083.0000,0.3590,0.2689,0.0000,0.1579,0.2857,0.5000,1.0000
Action Taken,Browser Version,Device Type,1083.0000,0.3590,0.2689,0.0000,0.1579,0.2857,0.5000,1.0000
Action Taken,Browser Version,Packet Bin,589.0000,0.2331,0.1956,0.0000,0.1053,0.1818,0.3000,1.0000
Action Taken,Browser Version,Global Source IP,268.0000,0.3007,0.3450,0.0027,0.0724,0.1301,0.4000,1.0000
Action Taken,Browser Version,Global Destination IP,267.0000,0.2948,0.3427,0.0000,0.0652,0.1250,0.4000,1.0000
Action Taken,Browser Version,Is Proxy,394.0000,0.1722,0.1506,0.0000,0.0777,0.1384,0.2137,1.0000
Action Taken,Browser Minor,Browser Patch,678.0000,0.1847,0.1037,0.0000,0.1111,0.1667,0.2422,0.6667
Action Taken,Browser Minor,Browser Patch Minor,306.0000,0.1755,0.1082,0.0000,0.0981,0.1515,0.2374,0.5000
Action Taken,Browser Minor,OS Name,612.0000,0.2513,0.1566,0.0000,0.1333,0.2308,0.3333,0.8889
Action Taken,Browser Minor,OS Version Minor,504.0000,0.1992,0.1445,0.0000,0.0966,0.1739,0.2599,1.0000
Action Taken,Browser Minor,OS Version Patch,548.0000,0.2402,0.2033,0.0000,0.1034,0.1852,0.3133,1.0000
Action Taken,Browser Minor,OS Version Patch Minor,303.0000,0.1770,0.1077,0.0000,0.1030,0.1515,0.2381,0.5000
Action Taken,Browser Minor,Packet Bin,909.0000,0.3307,0.2115,0.0000,0.1667,0.3000,0.4545,1.0000
Action Taken,Browser Minor,Global Source IP,347.0000,0.2617,0.2627,0.0000,0.1081,0.1731,0.3000,1.0000
Action Taken,Browser Minor,Global Destination IP,349.0000,0.2695,0.2774,0.0000,0.1071,0.1739,0.3000,1.0000
Action Taken,Browser Minor,Is Proxy,606.0000,0.2496,0.1455,0.0000,0.1429,0.2308,0.3333,0.8333
Action Taken,Browser Patch,Browser Patch Minor,363.0000,0.1881,0.1002,0.0000,0.1156,0.1739,0.2424,0.6667
Action Taken,Browser Patch,OS Name,1695.0000,0.4357,0.2541,0.0000,0.2500,0.4000,0.6000,1.0000
Action Taken,Browser Patch,OS Version Patch Minor,363.0000,0.1881,0.1002,0.0000,0.1156,0.1739,0.2424,0.6667
Action Taken,Browser Patch,Device Brand,1080.0000,0.3555,0.2339,0.0000,0.1969,0.3077,0.5000,1.0000
Action Taken,Browser Patch,Device Model,1825.0000,0.5258,0.3158,0.0000,0.2500,0.5000,0.7500,1.0000
Action Taken,Browser Patch,Device Type,1825.0000,0.5258,0.3158,0.0000,0.2500,0.5000,0.7500,1.0000
Action Taken,Browser Patch,Packet Bin,1089.0000,0.3459,0.2168,0.0000,0.1875,0.3000,0.5000,1.0000
Action Taken,Browser Patch,Global Source IP,415.0000,0.2772,0.2656,0.0000,0.1288,0.1923,0.2941,1.0000
Action Taken,Browser Patch,Global Destination IP,420.0000,0.2844,0.2739,0.0000,0.1290,0.1935,0.3000,1.0000
Action Taken,Browser Patch,Is Proxy,726.0000,0.2665,0.1593,0.0000,0.1538,0.2500,0.3571,1.0000
Action Taken,Browser Patch Minor,OS Version,132.0000,0.1036,0.0956,0.0048,0.0417,0.0782,0.1432,0.6154
Action Taken,Browser Patch Minor,OS Version Minor,84.0000,0.0792,0.0504,0.0047,0.0354,0.0746,0.1061,0.2167
Action Taken,Browser Patch Minor,OS Version Patch,66.0000,0.0744,0.0477,0.0047,0.0355,0.0714,0.0910,0.2647
Action Taken,Browser Patch Minor,Scale Packet Length,7984.0000,0.5403,0.3071,0.0000,0.2857,0.5000,0.7500,1.0000
Action Taken,OS Name,OS Version,99.0000,0.0814,0.0839,0.0054,0.0323,0.0513,0.0913,0.5000
Action Taken,OS Name,OS Version Minor,69.0000,0.0819,0.0714,0.0064,0.0380,0.0682,0.0905,0.3889
Action Taken,OS Name,OS Version Patch,87.0000,0.0813,0.0616,0.0064,0.0351,0.0650,0.1164,0.3000
Action Taken,OS Name,Device Brand,27.0000,0.1344,0.2176,0.0066,0.0220,0.0390,0.1339,1.0000
Action Taken,OS Name,Device Model,36.0000,0.1176,0.1910,0.0040,0.0215,0.0407,0.1063,1.0000
Action Taken,OS Name,Device Type,36.0000,0.1176,0.1910,0.0040,0.0215,0.0407,0.1063,1.0000
Action Taken,OS Name,Global Source IP,30.0000,0.1522,0.1708,0.0000,0.0229,0.0422,0.2167,0.5000
Action Taken,OS Name,Global Destination IP,30.0000,0.1964,0.2162,0.0064,0.0234,0.0536,0.3458,0.8000
Action Taken,OS Version,OS Version Minor,153.0000,0.1035,0.0997,0.0000,0.0395,0.0689,0.1226,0.5000
Action Taken,OS Version,OS Version Patch,177.0000,0.1206,0.1071,0.0000,0.0442,0.0794,0.1705,0.5000
Action Taken,OS Version,OS Version Patch Minor,66.0000,0.0577,0.0605,0.0054,0.0249,0.0393,0.0681,0.3810
Action Taken,OS Version,Device Brand,115.0000,0.1806,0.2724,0.0054,0.0351,0.0690,0.1709,1.0000
Action Taken,OS Version,Device Model,151.0000,0.1729,0.2404,0.0072,0.0430,0.0861,0.1723,1.0000
Action Taken,OS Version,Device Type,151.0000,0.1729,0.2404,0.0072,0.0430,0.0861,0.1723,1.0000
Action Taken,OS Version,Packet Bin,197.0000,0.1096,0.1068,0.0000,0.0480,0.0743,0.1277,0.8000
Action Taken,OS Version,Global Source IP,119.0000,0.3183,0.3671,0.0000,0.0363,0.0930,0.6000,1.0000
Action Taken,OS Version,Global Destination IP,113.0000,0.3112,0.3694,0.0000,0.0353,0.0793,0.5000,1.0000
Action Taken,OS Version,Is Proxy,132.0000,0.0910,0.0930,0.0000,0.0339,0.0679,0.1018,0.5714
Action Taken,OS Version Minor,OS Version Patch,348.0000,0.1864,0.1095,0.0000,0.0974,0.1752,0.2614,0.5625
Action Taken,OS Version Minor,OS Version Patch Minor,42.0000,0.0542,0.0290,0.0058,0.0330,0.0534,0.0805,0.1189
Action Taken,OS Version Minor,Device Brand,78.0000,0.1650,0.2406,0.0086,0.0403,0.0724,0.1293,1.0000
Action Taken,OS Version Minor,Device Model,108.0000,0.1519,0.2080,0.0086,0.0552,0.0798,0.1253,1.0000
Action Taken,OS Version Minor,Device Type,108.0000,0.1519,0.2080,0.0086,0.0552,0.0798,0.1253,1.0000
Action Taken,OS Version Minor,Packet Bin,126.0000,0.0960,0.0616,0.0041,0.0518,0.0874,0.1280,0.3103
Action Taken,OS Version Minor,Global Source IP,74.0000,0.3009,0.3747,0.0000,0.0444,0.0857,0.5000,1.0000
Action Taken,OS Version Minor,Global Destination IP,75.0000,0.3157,0.3702,0.0000,0.0423,0.0880,0.6111,1.0000
Action Taken,OS Version Minor,Is Proxy,84.0000,0.0782,0.0493,0.0028,0.0438,0.0700,0.1065,0.2203
Action Taken,OS Version Patch,OS Version Patch Minor,33.0000,0.0478,0.0283,0.0049,0.0296,0.0394,0.0629,0.1272
Action Taken,OS Version Patch,Device Brand,79.0000,0.2176,0.3174,0.0086,0.0404,0.0655,0.1862,1.0000
Action Taken,OS Version Patch,Device Model,148.0000,0.1862,0.2446,0.0000,0.0524,0.0937,0.2135,1.0000
Action Taken,OS Version Patch,Device Type,148.0000,0.1862,0.2446,0.0000,0.0524,0.0937,0.2135,1.0000
Action Taken,OS Version Patch,Packet Bin,99.0000,0.0903,0.0551,0.0061,0.0482,0.0833,0.1143,0.2558
Action Taken,OS Version Patch,Global Source IP,61.0000,0.3115,0.3862,0.0000,0.0341,0.0691,0.5000,1.0000
Action Taken,OS Version Patch,Global Destination IP,61.0000,0.2988,0.3606,0.0000,0.0382,0.0696,0.5000,1.0000
Action Taken,OS Version Patch,Is Proxy,66.0000,0.0714,0.0476,0.0062,0.0346,0.0669,0.1031,0.2300
Action Taken,OS Version Patch Minor,Scale Packet Length,4311.0000,0.3318,0.1870,0.0000,0.2000,0.3000,0.4444,1.0000
Action Taken,Device Model,Packet Bin,72.0000,0.1137,0.1536,0.0000,0.0235,0.0668,0.1385,0.7500
Action Taken,Device Model,Global Source IP,44.0000,0.2382,0.2671,0.0020,0.0303,0.1420,0.3812,1.0000
Action Taken,Device Model,Global Destination IP,45.0000,0.2603,0.2990,0.0083,0.0357,0.1500,0.4000,1.0000
Action Taken,Device Model,Is Proxy,48.0000,0.0786,0.0910,0.0077,0.0267,0.0504,0.0867,0.5556
Action Taken,Device Type,Packet Bin,72.0000,0.1137,0.1536,0.0000,0.0235,0.0668,0.1385,0.7500
Action Taken,Device Type,Global Source IP,44.0000,0.2382,0.2671,0.0020,0.0303,0.1420,0.3812,1.0000
Action Taken,Device Type,Global Destination IP,45.0000,0.2603,0.2990,0.0083,0.0357,0.1500,0.4000,1.0000
Action Taken,Device Type,Is Proxy,48.0000,0.0786,0.0910,0.0077,0.0267,0.0504,0.0867,0.5556
Action Taken,Packet Bin,Scale Packet Length,4311.0000,0.3318,0.1870,0.0000,0.2000,0.3000,0.4444,1.0000
Action Taken,Scale Packet Length,Global Source IP,4487.0000,0.3584,0.2238,0.0000,0.2000,0.3333,0.5000,1.0000
Action Taken,Scale Packet Length,Global Destination IP,4480.0000,0.3574,0.2235,0.0000,0.2000,0.3333,0.5000,1.0000
Action Taken,Scale Packet Length,Is Proxy,8550.0000,0.4932,0.2717,0.0000,0.2500,0.5000,0.6667,1.0000
Severity Level,Network Segment,Browser Name,81.0000,0.0549,0.0349,0.0044,0.0326,0.0500,0.0652,0.2117
Severity Level,Network Segment,Browser Version,589.0000,0.2117,0.1825,0.0000,0.0952,0.1702,0.2647,1.0000
Severity Level,Network Segment,Browser Minor,909.0000,0.3124,0.1844,0.0000,0.1818,0.2857,0.4286,1.0000
Severity Level,Network Segment,Browser Patch,1089.0000,0.3297,0.1923,0.0000,0.2000,0.3077,0.4444,1.0000
Severity Level,Network Segment,OS Version,198.0000,0.1058,0.0911,0.0026,0.0425,0.0837,0.1313,0.6667
Severity Level,Network Segment,OS Version Minor,126.0000,0.0874,0.0524,0.0061,0.0495,0.0792,0.1186,0.2568
Severity Level,Network Segment,OS Version Patch,99.0000,0.0838,0.0525,0.0025,0.0448,0.0759,0.1146,0.2931
Severity Level,Network Segment,Device Model,72.0000,0.1122,0.1414,0.0019,0.0316,0.0569,0.1268,0.7143
Severity Level,Network Segment,Device Type,72.0000,0.1122,0.1414,0.0019,0.0316,0.0569,0.1268,0.7143
Severity Level,Firewall Logs,Browser Name,54.0000,0.0419,0.0297,0.0064,0.0231,0.0338,0.0577,0.1545
Severity Level,Firewall Logs,Browser Version,393.0000,0.1778,0.1516,0.0000,0.0847,0.1471,0.2250,1.0000
Severity Level,Firewall Logs,Browser Minor,605.0000,0.2561,0.1464,0.0000,0.1429,0.2353,0.3529,0.8000
Severity Level,Firewall Logs,Browser Patch,726.0000,0.2642,0.1496,0.0000,0.1542,0.2500,0.3571,0.8235
Severity Level,Firewall Logs,OS Version,132.0000,0.0918,0.0764,0.0000,0.0421,0.0645,0.1179,0.4444
Severity Level,Firewall Logs,OS Version Minor,84.0000,0.0730,0.0481,0.0078,0.0397,0.0642,0.0961,0.2254
Severity Level,Firewall Logs,OS Version Patch,66.0000,0.0772,0.0430,0.0037,0.0512,0.0710,0.1034,0.2421
Severity Level,Firewall Logs,Device Model,48.0000,0.0865,0.1103,0.0050,0.0238,0.0502,0.0834,0.5556
Severity Level,Firewall Logs,Device Type,48.0000,0.0865,0.1103,0.0050,0.0238,0.0502,0.0834,0.5556
Severity Level,Firewall Logs,Scale Packet Length,8533.0000,0.4918,0.2717,0.0000,0.2500,0.5000,0.6667,1.0000
Severity Level,IDS/IPS Alerts,Browser Name,54.0000,0.0402,0.0258,0.0053,0.0205,0.0338,0.0509,0.1176
Severity Level,IDS/IPS Alerts,Browser Version,396.0000,0.1875,0.1759,0.0000,0.0784,0.1429,0.2291,1.0000
Severity Level,IDS/IPS Alerts,Browser Minor,606.0000,0.2512,0.1491,0.0000,0.1333,0.2367,0.3529,0.8571
Severity Level,IDS/IPS Alerts,Browser Patch,726.0000,0.2636,0.1526,0.0000,0.1500,0.2330,0.3636,0.8571
Severity Level,IDS/IPS Alerts,OS Version,132.0000,0.0867,0.0716,0.0000,0.0366,0.0674,0.1107,0.5000
Severity Level,IDS/IPS Alerts,OS Version Minor,84.0000,0.0806,0.0544,0.0044,0.0405,0.0649,0.1119,0.2578
Severity Level,IDS/IPS Alerts,OS Version Patch,66.0000,0.0753,0.0451,0.0057,0.0413,0.0775,0.1000,0.2393
Severity Level,IDS/IPS Alerts,Device Model,48.0000,0.0757,0.0997,0.0016,0.0225,0.0425,0.0847,0.4375
Severity Level,IDS/IPS Alerts,Device Type,48.0000,0.0757,0.0997,0.0016,0.0225,0.0425,0.0847,0.4375
Severity Level,IDS/IPS Alerts,Scale Packet Length,8534.0000,0.4922,0.2732,0.0000,0.2500,0.5000,0.6667,1.0000
Severity Level,Log Source,Browser Name,54.0000,0.0417,0.0229,0.0033,0.0260,0.0360,0.0528,0.1067
Severity Level,Log Source,Browser Version,395.0000,0.1856,0.1665,0.0000,0.0863,0.1429,0.2368,1.0000
Severity Level,Log Source,Browser Minor,606.0000,0.2552,0.1544,0.0000,0.1429,0.2353,0.3333,1.0000
Severity Level,Log Source,Browser Patch,726.0000,0.2686,0.1514,0.0000,0.1667,0.2500,0.3571,0.8750
Severity Level,Log Source,OS Version,132.0000,0.0861,0.0663,0.0000,0.0446,0.0708,0.1051,0.4286
Severity Level,Log Source,OS Version Minor,84.0000,0.0774,0.0550,0.0068,0.0334,0.0706,0.1017,0.2667
Severity Level,Log Source,OS Version Patch,66.0000,0.0707,0.0421,0.0046,0.0418,0.0677,0.0954,0.1961
Severity Level,Log Source,Device Model,48.0000,0.0781,0.1002,0.0038,0.0247,0.0454,0.0725,0.5000
Severity Level,Log Source,Device Type,48.0000,0.0781,0.1002,0.0038,0.0247,0.0454,0.0725,0.5000
Severity Level,Log Source,Scale Packet Length,8549.0000,0.4935,0.2737,0.0000,0.2500,0.5000,0.6667,1.0000
Severity Level,Browser Name,Browser Version,609.0000,0.2521,0.1995,0.0000,0.1026,0.2000,0.3333,1.0000
Severity Level,Browser Name,Browser Minor,333.0000,0.1679,0.1013,0.0000,0.0938,0.1515,0.2333,0.6250
Severity Level,Browser Name,Browser Patch,696.0000,0.3073,0.2302,0.0000,0.1429,0.2500,0.4098,1.0000
Severity Level,Browser Name,Browser Patch Minor,27.0000,0.0303,0.0145,0.0084,0.0201,0.0286,0.0351,0.0635
Severity Level,Browser Name,OS Name,48.0000,0.0382,0.0204,0.0103,0.0243,0.0336,0.0547,0.0951
Severity Level,Browser Name,OS Version,291.0000,0.1323,0.1019,0.0000,0.0641,0.1111,0.1719,0.6000
Severity Level,Browser Name,OS Version Minor,162.0000,0.1102,0.0887,0.0000,0.0562,0.0899,0.1365,0.5556
Severity Level,Browser Name,OS Version Patch,183.0000,0.1204,0.0849,0.0009,0.0666,0.1064,0.1498,0.6250
Severity Level,Browser Name,OS Version Patch Minor,27.0000,0.0303,0.0145,0.0084,0.0201,0.0286,0.0351,0.0635
Severity Level,Browser Name,Device Brand,60.0000,0.1248,0.1982,0.0016,0.0258,0.0481,0.0991,1.0000
Severity Level,Browser Name,Device Model,72.0000,0.1204,0.1822,0.0050,0.0286,0.0560,0.1197,1.0000
Severity Level,Browser Name,Device Type,72.0000,0.1204,0.1822,0.0050,0.0286,0.0560,0.1197,1.0000
Severity Level,Browser Name,Packet Bin,81.0000,0.0515,0.0333,0.0074,0.0285,0.0472,0.0678,0.1898
Severity Level,Browser Name,Global Source IP,54.0000,0.2171,0.2554,0.0000,0.0282,0.0590,0.4000,1.0000
Severity Level,Browser Name,Global Destination IP,54.0000,0.2596,0.2929,0.0088,0.0292,0.1143,0.4821,1.0000
Severity Level,Browser Name,Is Proxy,54.0000,0.0382,0.0218,0.0035,0.0219,0.0332,0.0511,0.1142
Severity Level,Browser Version,Browser Minor,1023.0000,0.2823,0.2147,0.0000,0.1270,0.2353,0.3750,1.0000
Severity Level,Browser Version,Browser Patch Minor,351.0000,0.2182,0.1988,0.0000,0.0859,0.1525,0.3000,1.0000
Severity Level,Browser Version,OS Name,912.0000,0.2671,0.1726,0.0000,0.1355,0.2500,0.3636,1.0000
Severity Level,Browser Version,OS Version Patch,1861.0000,0.5264,0.3344,0.0000,0.2500,0.5000,0.8571,1.0000
Severity Level,Browser Version,OS Version Patch Minor,198.0000,0.1260,0.1236,0.0000,0.0514,0.1007,0.1544,1.0000
Severity Level,Browser Version,Device Brand,581.0000,0.2133,0.1518,0.0000,0.1053,0.1875,0.2857,1.0000
Severity Level,Browser Version,Device Model,1082.0000,0.3640,0.2737,0.0000,0.1667,0.2857,0.5000,1.0000
Severity Level,Browser Version,Device Type,1082.0000,0.3640,0.2737,0.0000,0.1667,0.2857,0.5000,1.0000
Severity Level,Browser Version,Packet Bin,588.0000,0.2327,0.1917,0.0000,0.1111,0.1914,0.2913,1.0000
Severity Level,Browser Version,Global Source IP,268.0000,0.3000,0.3427,0.0000,0.0734,0.1363,0.4196,1.0000
Severity Level,Browser Version,Global Destination IP,266.0000,0.2966,0.3488,0.0000,0.0729,0.1328,0.3333,1.0000
Severity Level,Browser Version,Is Proxy,395.0000,0.1838,0.1587,0.0000,0.0857,0.1515,0.2308,1.0000
Severity Level,Browser Minor,Browser Patch,678.0000,0.1847,0.1038,0.0000,0.1071,0.1711,0.2500,0.6250
Severity Level,Browser Minor,Browser Patch Minor,306.0000,0.1747,0.1012,0.0000,0.0977,0.1550,0.2414,0.6250
Severity Level,Browser Minor,OS Name,612.0000,0.2417,0.1534,0.0000,0.1333,0.2143,0.3182,1.0000
Severity Level,Browser Minor,OS Version Minor,504.0000,0.2060,0.1548,0.0000,0.1000,0.1765,0.2667,1.0000
Severity Level,Browser Minor,OS Version Patch,549.0000,0.2461,0.1999,0.0000,0.1111,0.2000,0.3077,1.0000
Severity Level,Browser Minor,OS Version Patch Minor,303.0000,0.1762,0.1005,0.0000,0.1000,0.1579,0.2419,0.6250
Severity Level,Browser Minor,Packet Bin,908.0000,0.3247,0.2077,0.0000,0.1667,0.2857,0.4286,1.0000
Severity Level,Browser Minor,Global Source IP,347.0000,0.2635,0.2642,0.0000,0.1111,0.1852,0.2857,1.0000
Severity Level,Browser Minor,Global Destination IP,348.0000,0.2675,0.2738,0.0000,0.1071,0.1818,0.2857,1.0000
Severity Level,Browser Minor,Is Proxy,606.0000,0.2431,0.1463,0.0000,0.1429,0.2222,0.3333,0.8000
Severity Level,Browser Patch,Browser Patch Minor,363.0000,0.1884,0.1084,0.0000,0.1076,0.1786,0.2500,0.5625
Severity Level,Browser Patch,OS Name,1692.0000,0.4293,0.2495,0.0000,0.2500,0.4000,0.6000,1.0000
Severity Level,Browser Patch,OS Version Patch Minor,363.0000,0.1884,0.1084,0.0000,0.1076,0.1786,0.2500,0.5625
Severity Level,Browser Patch,Device Brand,1081.0000,0.3527,0.2299,0.0000,0.2000,0.3125,0.4615,1.0000
Severity Level,Browser Patch,Device Model,1820.0000,0.5163,0.3158,0.0000,0.2500,0.5000,0.7500,1.0000
Severity Level,Browser Patch,Device Type,1820.0000,0.5163,0.3158,0.0000,0.2500,0.5000,0.7500,1.0000
Severity Level,Browser Patch,Packet Bin,1087.0000,0.3420,0.2186,0.0000,0.1818,0.3077,0.5000,1.0000
Severity Level,Browser Patch,Global Source IP,417.0000,0.2787,0.2703,0.0000,0.1200,0.1905,0.3056,1.0000
Severity Level,Browser Patch,Global Destination IP,420.0000,0.2824,0.2760,0.0000,0.1176,0.1923,0.3046,1.0000
Severity Level,Browser Patch,Is Proxy,726.0000,0.2694,0.1574,0.0000,0.1538,0.2500,0.3636,1.0000
Severity Level,Browser Patch Minor,OS Name,30.0000,0.0344,0.0207,0.0022,0.0224,0.0331,0.0417,0.0951
Severity Level,Browser Patch Minor,OS Version,132.0000,0.1138,0.1052,0.0084,0.0437,0.0830,0.1396,0.6000
Severity Level,Browser Patch Minor,OS Version Minor,84.0000,0.0779,0.0501,0.0057,0.0435,0.0748,0.0990,0.3231
Severity Level,Browser Patch Minor,OS Version Patch,66.0000,0.0787,0.0541,0.0057,0.0485,0.0712,0.1034,0.3492
Severity Level,Browser Patch Minor,Device Model,42.0000,0.0670,0.0697,0.0015,0.0227,0.0424,0.0865,0.3333
Severity Level,Browser Patch Minor,Device Type,42.0000,0.0670,0.0697,0.0015,0.0227,0.0424,0.0865,0.3333
Severity Level,Browser Patch Minor,Packet Bin,18.0000,0.0289,0.0140,0.0030,0.0215,0.0297,0.0367,0.0501
Severity Level,Browser Patch Minor,Scale Packet Length,7951.0000,0.5361,0.3088,0.0000,0.2857,0.5000,0.7500,1.0000
