Feature 1,Feature 2,Feature 3,count,mean,std,min,25%,50%,75%,max
Attack Signature,OS Version Patch,Device Brand,56.0000,0.2452,0.3362,0.0025,0.0402,0.0714,0.2769,1.0000
Attack Signature,OS Version Patch,Device Model,102.0000,0.1980,0.2589,0.0025,0.0635,0.0958,0.1976,1.0000
Attack Signature,OS Version Patch,Device Type,102.0000,0.1980,0.2589,0.0025,0.0635,0.0958,0.1976,1.0000
Attack Signature,OS Version Patch,Packet Bin,66.0000,0.0791,0.0508,0.0039,0.0475,0.0694,0.1074,0.2500
Attack Signature,OS Version Patch,Global Source IP,42.0000,0.3003,0.3490,0.0000,0.0446,0.0693,0.6250,1.0000
Attack Signature,OS Version Patch,Global Destination IP,43.0000,0.2688,0.3286,0.0000,0.0454,0.0803,0.5000,1.0000
Attack Signature,OS Version Patch,Is Proxy,44.0000,0.0675,0.0388,0.0040,0.0348,0.0708,0.0885,0.1801
Attack Signature,OS Version Patch Minor,Scale Packet Length,2874.0000,0.2661,0.1442,0.0000,0.1667,0.2500,0.3571,0.9000
Attack Signature,Device Brand,Scale Packet Length,8059.0000,0.5326,0.3071,0.0000,0.2727,0.5000,0.7500,1.0000
Attack Signature,Device Model,Packet Bin,48.0000,0.0835,0.0826,0.0009,0.0236,0.0527,0.1090,0.3077
Attack Signature,Device Model,Global Source IP,30.0000,0.1808,0.2400,0.0000,0.0212,0.0883,0.2222,1.0000
Attack Signature,Device Model,Global Destination IP,30.0000,0.1890,0.2477,0.0000,0.0221,0.0870,0.2599,1.0000
Attack Signature,Device Model,Is Proxy,32.0000,0.0569,0.0610,0.0022,0.0231,0.0391,0.0572,0.2941
Attack Signature,Device Type,Packet Bin,48.0000,0.0835,0.0826,0.0009,0.0236,0.0527,0.1090,0.3077
Attack Signature,Device Type,Global Source IP,30.0000,0.1808,0.2400,0.0000,0.0212,0.0883,0.2222,1.0000
Attack Signature,Device Type,Global Destination IP,30.0000,0.1890,0.2477,0.0000,0.0221,0.0870,0.2599,1.0000
Attack Signature,Device Type,Is Proxy,32.0000,0.0569,0.0610,0.0022,0.0231,0.0391,0.0572,0.2941
Attack Signature,Packet Bin,Scale Packet Length,2874.0000,0.2661,0.1442,0.0000,0.1667,0.2500,0.3571,0.9000
Attack Signature,Scale Packet Length,Global Source IP,3045.0000,0.3072,0.2171,0.0000,0.1667,0.2609,0.3846,1.0000
Attack Signature,Scale Packet Length,Global Destination IP,3038.0000,0.3047,0.2154,0.0000,0.1667,0.2500,0.3750,1.0000
Attack Signature,Scale Packet Length,Is Proxy,5746.0000,0.3882,0.2220,0.0000,0.2222,0.3333,0.5000,1.0000
Action Taken,Severity Level,Month,108.0000,0.0559,0.0262,0.0047,0.0374,0.0530,0.0726,0.1331
Action Taken,Severity Level,Day,279.0000,0.0773,0.0434,0.0000,0.0446,0.0709,0.1074,0.2464
Action Taken,Severity Level,Hour,216.0000,0.0730,0.0393,0.0000,0.0415,0.0699,0.0996,0.2081
Action Taken,Severity Level,Minute,540.0000,0.1140,0.0620,0.0000,0.0667,0.1059,0.1528,0.3146
Action Taken,Severity Level,Second,540.0000,0.1116,0.0611,0.0000,0.0667,0.1042,0.1471,0.3718
Action Taken,Severity Level,DayOfWeek,63.0000,0.0398,0.0211,0.0051,0.0253,0.0386,0.0494,0.1138
Action Taken,Severity Level,Browser Name,81.0000,0.0499,0.0283,0.0057,0.0246,0.0485,0.0705,0.1356
Action Taken,Severity Level,Browser Version,590.0000,0.2198,0.1868,0.0000,0.0952,0.1765,0.2778,1.0000
Action Taken,Severity Level,Browser Minor,909.0000,0.3109,0.1827,0.0000,0.1818,0.2857,0.4167,1.0000
Action Taken,Severity Level,Browser Patch,1089.0000,0.3309,0.1925,0.0000,0.2000,0.3000,0.4444,1.0000
Action Taken,Severity Level,OS Version,198.0000,0.1101,0.1053,0.0034,0.0445,0.0791,0.1409,0.7500
Action Taken,Severity Level,OS Version Minor,126.0000,0.0951,0.0641,0.0043,0.0483,0.0814,0.1279,0.2941
Action Taken,Severity Level,OS Version Patch,99.0000,0.0855,0.0508,0.0040,0.0476,0.0845,0.1167,0.2414
Action Taken,Severity Level,Device Model,72.0000,0.1054,0.1378,0.0058,0.0257,0.0618,0.1019,0.8000
Action Taken,Severity Level,Device Type,72.0000,0.1054,0.1378,0.0058,0.0257,0.0618,0.1019,0.8000
Action Taken,Network Segment,Month,108.0000,0.0543,0.0290,0.0069,0.0356,0.0484,0.0738,0.1329
Action Taken,Network Segment,Day,279.0000,0.0814,0.0424,0.0000,0.0494,0.0743,0.1120,0.2205
Action Taken,Network Segment,Hour,216.0000,0.0684,0.0391,0.0000,0.0415,0.0611,0.0910,0.2284
Action Taken,Network Segment,Minute,540.0000,0.1150,0.0577,0.0000,0.0703,0.1111,0.1511,0.3000
Action Taken,Network Segment,Second,540.0000,0.1137,0.0587,0.0000,0.0714,0.1096,0.1478,0.3881
Action Taken,Network Segment,DayOfWeek,63.0000,0.0407,0.0215,0.0045,0.0269,0.0394,0.0511,0.1008
Action Taken,Network Segment,Browser Name,81.0000,0.0550,0.0393,0.0046,0.0304,0.0417,0.0675,0.1887
Action Taken,Network Segment,Browser Version,590.0000,0.2229,0.1923,0.0000,0.0952,0.1818,0.2919,1.0000
Action Taken,Network Segment,Browser Minor,909.0000,0.3112,0.1846,0.0000,0.1765,0.2857,0.4286,1.0000
Action Taken,Network Segment,Browser Patch,1089.0000,0.3317,0.1877,0.0000,0.2000,0.3077,0.4444,1.0000
Action Taken,Network Segment,OS Name,45.0000,0.0392,0.0217,0.0056,0.0223,0.0352,0.0529,0.1117
Action Taken,Network Segment,OS Version,198.0000,0.1095,0.1064,0.0000,0.0485,0.0792,0.1429,0.8000
Action Taken,Network Segment,OS Version Minor,126.0000,0.0916,0.0584,0.0000,0.0456,0.0808,0.1279,0.2923
Action Taken,Network Segment,OS Version Patch,99.0000,0.0803,0.0481,0.0000,0.0342,0.0784,0.1094,0.2131
Action Taken,Network Segment,Device Model,72.0000,0.1011,0.1263,0.0079,0.0288,0.0599,0.1116,0.8000
Action Taken,Network Segment,Device Type,72.0000,0.1011,0.1263,0.0079,0.0288,0.0599,0.1116,0.8000
Action Taken,Firewall Logs,Month,72.0000,0.0449,0.0226,0.0134,0.0306,0.0425,0.0545,0.1304
Action Taken,Firewall Logs,Day,186.0000,0.0647,0.0324,0.0042,0.0396,0.0631,0.0864,0.1602
Action Taken,Firewall Logs,Hour,144.0000,0.0574,0.0300,0.0032,0.0322,0.0556,0.0800,0.1561
Action Taken,Firewall Logs,Minute,360.0000,0.0920,0.0500,0.0000,0.0526,0.0884,0.1239,0.2577
Action Taken,Firewall Logs,Second,360.0000,0.0918,0.0477,0.0078,0.0550,0.0875,0.1239,0.2593
Action Taken,Firewall Logs,DayOfWeek,42.0000,0.0327,0.0158,0.0020,0.0238,0.0327,0.0413,0.0663
Action Taken,Firewall Logs,Browser Name,54.0000,0.0465,0.0277,0.0044,0.0258,0.0365,0.0628,0.1282
Action Taken,Firewall Logs,Browser Version,396.0000,0.1846,0.1790,0.0000,0.0811,0.1450,0.2222,1.0000
Action Taken,Firewall Logs,Browser Minor,606.0000,0.2559,0.1531,0.0000,0.1333,0.2330,0.3333,0.8000
Action Taken,Firewall Logs,Browser Patch,726.0000,0.2633,0.1499,0.0000,0.1538,0.2500,0.3529,0.8889
Action Taken,Firewall Logs,OS Name,30.0000,0.0390,0.0209,0.0033,0.0276,0.0355,0.0503,0.1087
Action Taken,Firewall Logs,OS Version,132.0000,0.0836,0.0826,0.0000,0.0376,0.0601,0.1004,0.6000
Action Taken,Firewall Logs,OS Version Minor,84.0000,0.0758,0.0470,0.0017,0.0443,0.0644,0.1118,0.1953
Action Taken,Firewall Logs,OS Version Patch,66.0000,0.0680,0.0441,0.0019,0.0380,0.0622,0.0838,0.2308
Action Taken,Firewall Logs,Device Model,48.0000,0.0877,0.1075,0.0068,0.0327,0.0623,0.0938,0.6667
Action Taken,Firewall Logs,Device Type,48.0000,0.0877,0.1075,0.0068,0.0327,0.0623,0.0938,0.6667
Action Taken,Firewall Logs,Scale Packet Length,8532.0000,0.4884,0.2732,0.0000,0.2500,0.5000,0.6667,1.0000
Action Taken,IDS/IPS Alerts,Month,72.0000,0.0472,0.0268,0.0022,0.0309,0.0442,0.0612,0.1291
Action Taken,IDS/IPS Alerts,Day,186.0000,0.0620,0.0346,0.0091,0.0365,0.0557,0.0846,0.1667
Action Taken,IDS/IPS Alerts,Hour,144.0000,0.0560,0.0302,0.0035,0.0323,0.0544,0.0771,0.1494
Action Taken,IDS/IPS Alerts,Minute,360.0000,0.0965,0.0501,0.0075,0.0583,0.0900,0.1274,0.2784
Action Taken,IDS/IPS Alerts,Second,360.0000,0.0889,0.0470,0.0000,0.0556,0.0809,0.1182,0.2581
Action Taken,IDS/IPS Alerts,Browser Name,54.0000,0.0400,0.0276,0.0073,0.0227,0.0290,0.0467,0.1369
Action Taken,IDS/IPS Alerts,Browser Version,396.0000,0.1827,0.1782,0.0000,0.0741,0.1443,0.2222,1.0000
Action Taken,IDS/IPS Alerts,Browser Minor,606.0000,0.2528,0.1511,0.0000,0.1429,0.2330,0.3333,0.8000
Action Taken,IDS/IPS Alerts,Browser Patch,726.0000,0.2577,0.1506,0.0000,0.1429,0.2353,0.3561,1.0000
Action Taken,IDS/IPS Alerts,OS Version,132.0000,0.0781,0.0780,0.0000,0.0357,0.0622,0.0978,0.7273
Action Taken,IDS/IPS Alerts,OS Version Minor,84.0000,0.0796,0.0487,0.0057,0.0428,0.0718,0.1098,0.2353
Action Taken,IDS/IPS Alerts,OS Version Patch,66.0000,0.0676,0.0402,0.0096,0.0366,0.0582,0.1050,0.1653
Action Taken,IDS/IPS Alerts,Device Model,48.0000,0.0924,0.1310,0.0030,0.0232,0.0518,0.1072,0.6667
Action Taken,IDS/IPS Alerts,Device Type,48.0000,0.0924,0.1310,0.0030,0.0232,0.0518,0.1072,0.6667
Action Taken,IDS/IPS Alerts,Scale Packet Length,8538.0000,0.4925,0.2722,0.0000,0.2500,0.5000,0.6667,1.0000
Action Taken,Log Source,Month,72.0000,0.0441,0.0236,0.0054,0.0258,0.0458,0.0578,0.1042
Action Taken,Log Source,Day,186.0000,0.0678,0.0350,0.0040,0.0417,0.0649,0.0885,0.1833
Action Taken,Log Source,Hour,144.0000,0.0571,0.0283,0.0040,0.0336,0.0553,0.0773,0.1413
Action Taken,Log Source,Minute,360.0000,0.0918,0.0519,0.0083,0.0525,0.0848,0.1227,0.3370
Action Taken,Log Source,Second,360.0000,0.0911,0.0484,0.0000,0.0573,0.0847,0.1205,0.2566
Action Taken,Log Source,DayOfWeek,42.0000,0.0332,0.0174,0.0051,0.0204,0.0315,0.0430,0.0754
Action Taken,Log Source,Browser Name,54.0000,0.0429,0.0245,0.0059,0.0246,0.0379,0.0561,0.1230
Action Taken,Log Source,Browser Version,394.0000,0.1823,0.1595,0.0000,0.0833,0.1450,0.2249,1.0000
Action Taken,Log Source,Browser Minor,606.0000,0.2512,0.1464,0.0000,0.1333,0.2308,0.3333,0.8000
Action Taken,Log Source,Browser Patch,726.0000,0.2691,0.1565,0.0000,0.1579,0.2500,0.3571,0.8889
Action Taken,Log Source,OS Version,132.0000,0.0795,0.0723,0.0000,0.0369,0.0567,0.1013,0.4444
Action Taken,Log Source,OS Version Minor,84.0000,0.0760,0.0449,0.0037,0.0452,0.0660,0.1036,0.1880
Action Taken,Log Source,OS Version Patch,66.0000,0.0736,0.0421,0.0022,0.0417,0.0785,0.0923,0.1810
Action Taken,Log Source,Device Model,48.0000,0.0782,0.0936,0.0000,0.0238,0.0490,0.0869,0.4286
Action Taken,Log Source,Device Type,48.0000,0.0782,0.0936,0.0000,0.0238,0.0490,0.0869,0.4286
Action Taken,Log Source,Scale Packet Length,8545.0000,0.4926,0.2738,0.0000,0.2500,0.5000,0.6667,1.0000
Action Taken,Year,Month,138.0000,0.0561,0.0297,0.0066,0.0334,0.0543,0.0711,0.1415
Action Taken,Year,Day,372.0000,0.0924,0.0513,0.0000,0.0526,0.0851,0.1277,0.3095
Action Taken,Year,Hour,288.0000,0.0777,0.0433,0.0000,0.0440,0.0719,0.1049,0.2143
Action Taken,Year,Minute,720.0000,0.1322,0.0676,0.0000,0.0821,0.1250,0.1715,0.4062
Action Taken,Year,Second,720.0000,0.1282,0.0706,0.0000,0.0769,0.1165,0.1702,0.4062
Action Taken,Year,DayOfWeek,84.0000,0.0470,0.0285,0.0020,0.0271,0.0440,0.0630,0.1305
Action Taken,Year,Browser Name,108.0000,0.0585,0.0362,0.0014,0.0332,0.0499,0.0783,0.1920
Action Taken,Year,Browser Version,781.0000,0.2455,0.1955,0.0000,0.1111,0.2000,0.3158,1.0000
Action Taken,Year,Browser Minor,1211.0000,0.3676,0.2251,0.0000,0.2000,0.3333,0.5000,1.0000
Action Taken,Year,Browser Patch,1450.0000,0.3868,0.2367,0.0000,0.2000,0.3333,0.5000,1.0000
Action Taken,Year,OS Name,60.0000,0.0387,0.0261,0.0045,0.0200,0.0346,0.0524,0.1238
Action Taken,Year,OS Version,264.0000,0.1288,0.1309,0.0000,0.0500,0.0963,0.1531,1.0000
Action Taken,Year,OS Version Minor,168.0000,0.1025,0.0637,0.0000,0.0486,0.0945,0.1422,0.3243
Action Taken,Year,OS Version Patch,132.0000,0.1004,0.0650,0.0000,0.0581,0.0823,0.1304,0.3023
Action Taken,Year,Device Model,96.0000,0.1047,0.1345,0.0000,0.0373,0.0626,0.1142,0.7500
Action Taken,Year,Device Type,96.0000,0.1047,0.1345,0.0000,0.0373,0.0626,0.1142,0.7500
Action Taken,Month,Day,1098.0000,0.1671,0.0856,0.0000,0.1028,0.1600,0.2162,0.7059
Action Taken,Month,Hour,864.0000,0.1431,0.0754,0.0000,0.0870,0.1333,0.1905,0.4242
Action Taken,Month,Minute,2160.0000,0.2328,0.1236,0.0000,0.1429,0.2143,0.3077,0.7857
Action Taken,Month,Second,2160.0000,0.2294,0.1225,0.0000,0.1429,0.2174,0.3000,0.7692
Action Taken,Month,DayOfWeek,252.0000,0.0799,0.0442,0.0060,0.0434,0.0745,0.1096,0.2139
Action Taken,Month,IsWeekend,72.0000,0.0512,0.0332,0.0056,0.0270,0.0441,0.0657,0.1583
Action Taken,Month,Browser Name,324.0000,0.1007,0.0592,0.0000,0.0560,0.0886,0.1372,0.3056
Action Taken,Month,Browser Version,2261.0000,0.4229,0.2853,0.0000,0.2000,0.3750,0.6667,1.0000
Action Taken,Month,Browser Patch Minor,72.0000,0.0497,0.0352,0.0013,0.0261,0.0397,0.0705,0.1660
Action Taken,Month,OS Name,180.0000,0.0802,0.0455,0.0000,0.0442,0.0748,0.1086,0.2500
Action Taken,Month,OS Version,786.0000,0.2082,0.1914,0.0000,0.0893,0.1538,0.2500,1.0000
Action Taken,Month,OS Version Minor,504.0000,0.1862,0.1288,0.0000,0.0882,0.1667,0.2571,0.7857
Action Taken,Month,OS Version Patch,396.0000,0.1844,0.1214,0.0000,0.0909,0.1667,0.2518,0.7333
Action Taken,Month,OS Version Patch Minor,36.0000,0.0330,0.0183,0.0023,0.0251,0.0286,0.0426,0.0975
Action Taken,Month,Device Brand,135.0000,0.1844,0.2891,0.0000,0.0372,0.0627,0.1245,1.0000
Action Taken,Month,Device Model,279.0000,0.1845,0.2130,0.0000,0.0667,0.1169,0.2107,1.0000
Action Taken,Month,Device Type,279.0000,0.1845,0.2130,0.0000,0.0667,0.1169,0.2107,1.0000
Action Taken,Month,Packet Bin,108.0000,0.0547,0.0282,0.0034,0.0319,0.0531,0.0746,0.1221
Action Taken,Month,Global Source IP,71.0000,0.2434,0.2821,0.0000,0.0285,0.0582,0.4500,1.0000
Action Taken,Month,Global Destination IP,72.0000,0.2730,0.3157,0.0000,0.0282,0.0788,0.5000,1.0000
Action Taken,Month,Is Proxy,72.0000,0.0499,0.0237,0.0050,0.0326,0.0501,0.0660,0.1150
Action Taken,Day,Hour,2232.0000,0.2273,0.1302,0.0000,0.1333,0.2105,0.3000,1.0000
Action Taken,Day,Minute,5573.0000,0.3864,0.2204,0.0000,0.2222,0.3333,0.5000,1.0000
Action Taken,Day,Second,5571.0000,0.3848,0.2213,0.0000,0.2222,0.3333,0.5000,1.0000
Action Taken,Day,DayOfWeek,651.0000,0.1276,0.0695,0.0000,0.0741,0.1176,0.1702,0.3478
Action Taken,Day,IsWeekend,186.0000,0.0733,0.0456,0.0000,0.0404,0.0664,0.0936,0.2366
Action Taken,Day,Browser Name,837.0000,0.1689,0.1131,0.0000,0.0889,0.1410,0.2273,0.9333
Action Taken,Day,Browser Patch Minor,186.0000,0.0747,0.0501,0.0000,0.0388,0.0615,0.1017,0.2759
Action Taken,Day,OS Name,465.0000,0.1243,0.0729,0.0000,0.0667,0.1130,0.1649,0.3667
Action Taken,Day,OS Version,1966.0000,0.3131,0.2419,0.0000,0.1429,0.2414,0.4167,1.0000
Action Taken,Day,OS Version Minor,1300.0000,0.3152,0.2088,0.0000,0.1500,0.2800,0.4286,1.0000
Action Taken,Day,OS Version Patch,1022.0000,0.2876,0.1860,0.0000,0.1429,0.2500,0.4000,1.0000
Action Taken,Day,OS Version Patch Minor,93.0000,0.0430,0.0238,0.0023,0.0224,0.0404,0.0562,0.1213
Action Taken,Day,Device Brand,327.0000,0.2081,0.2956,0.0000,0.0538,0.0909,0.1599,1.0000
Action Taken,Day,Device Model,699.0000,0.2588,0.2531,0.0000,0.0947,0.1695,0.3158,1.0000
Action Taken,Day,Device Type,699.0000,0.2588,0.2531,0.0000,0.0947,0.1695,0.3158,1.0000
Action Taken,Day,Packet Bin,279.0000,0.0888,0.0495,0.0000,0.0527,0.0811,0.1179,0.2816
Action Taken,Day,Global Source IP,173.0000,0.3640,0.4028,0.0000,0.0348,0.0766,0.6667,1.0000
Action Taken,Day,Global Destination IP,172.0000,0.3555,0.3917,0.0000,0.0378,0.0733,0.6667,1.0000
Action Taken,Day,Is Proxy,186.0000,0.0656,0.0331,0.0047,0.0387,0.0625,0.0888,0.1475
Action Taken,Hour,Minute,4320.0000,0.3318,0.1823,0.0000,0.2000,0.3077,0.4286,1.0000
Action Taken,Hour,Second,4320.0000,0.3347,0.1901,0.0000,0.2000,0.3077,0.4444,1.0000
Action Taken,Hour,DayOfWeek,504.0000,0.1096,0.0568,0.0000,0.0667,0.1039,0.1493,0.3205
Action Taken,Hour,IsWeekend,144.0000,0.0642,0.0380,0.0061,0.0356,0.0569,0.0884,0.1736
Action Taken,Hour,Browser Name,648.0000,0.1455,0.0948,0.0000,0.0749,0.1250,0.1933,0.5000
Action Taken,Hour,Browser Patch Minor,144.0000,0.0715,0.0449,0.0000,0.0369,0.0624,0.0951,0.2407
Action Taken,Hour,OS Name,360.0000,0.1041,0.0615,0.0000,0.0577,0.0959,0.1366,0.3696
Action Taken,Hour,OS Version,1548.0000,0.2829,0.2242,0.0000,0.1280,0.2222,0.3636,1.0000
Action Taken,Hour,OS Version Minor,1008.0000,0.2589,0.1786,0.0000,0.1250,0.2222,0.3571,1.0000
Action Taken,Hour,OS Version Patch,792.0000,0.2548,0.1675,0.0000,0.1290,0.2273,0.3571,1.0000
Action Taken,Hour,OS Version Patch Minor,72.0000,0.0372,0.0219,0.0035,0.0212,0.0318,0.0541,0.0890
Action Taken,Hour,Device Brand,256.0000,0.2015,0.3022,0.0000,0.0416,0.0778,0.1613,1.0000
Action Taken,Hour,Device Model,544.0000,0.2300,0.2436,0.0000,0.0741,0.1429,0.2614,1.0000
Action Taken,Hour,Device Type,544.0000,0.2300,0.2436,0.0000,0.0741,0.1429,0.2614,1.0000
Action Taken,Hour,Packet Bin,216.0000,0.0753,0.0414,0.0000,0.0409,0.0701,0.1045,0.1917
Action Taken,Hour,Global Source IP,137.0000,0.3397,0.3806,0.0000,0.0287,0.0741,0.6667,1.0000
Action Taken,Hour,Global Destination IP,141.0000,0.3647,0.3949,0.0000,0.0321,0.0816,0.6667,1.0000
Action Taken,Hour,Is Proxy,144.0000,0.0566,0.0306,0.0000,0.0343,0.0538,0.0744,0.1388
Action Taken,Minute,Second,10524.0000,0.5553,0.2886,0.0000,0.3333,0.5000,0.7500,1.0000
Action Taken,Minute,DayOfWeek,1260.0000,0.1786,0.0964,0.0000,0.1071,0.1667,0.2400,0.6154
Action Taken,Minute,IsWeekend,360.0000,0.1059,0.0635,0.0000,0.0598,0.0923,0.1366,0.3333
Action Taken,Minute,Browser Name,1620.0000,0.2423,0.1668,0.0000,0.1250,0.2069,0.3077,1.0000
Action Taken,Minute,Browser Patch Minor,360.0000,0.1184,0.0820,0.0000,0.0585,0.0930,0.1608,0.4865
Action Taken,Minute,OS Name,900.0000,0.1691,0.1022,0.0000,0.0907,0.1500,0.2291,0.6522
Action Taken,Minute,OS Version,3677.0000,0.4155,0.2830,0.0000,0.2000,0.3333,0.5714,1.0000
Action Taken,Minute,OS Version Minor,2488.0000,0.4352,0.2851,0.0000,0.2000,0.4000,0.6667,1.0000
Action Taken,Minute,OS Version Patch,1962.0000,0.4169,0.2779,0.0000,0.2000,0.3750,0.6000,1.0000
Action Taken,Minute,OS Version Patch Minor,180.0000,0.0680,0.0365,0.0039,0.0392,0.0653,0.0935,0.1682
Action Taken,Minute,Device Brand,594.0000,0.2095,0.2514,0.0000,0.0759,0.1282,0.2069,1.0000
Action Taken,Minute,Device Model,1297.0000,0.3150,0.2650,0.0000,0.1250,0.2353,0.4194,1.0000
Action Taken,Minute,Device Type,1297.0000,0.3150,0.2650,0.0000,0.1250,0.2353,0.4194,1.0000
Action Taken,Minute,Packet Bin,540.0000,0.1191,0.0656,0.0080,0.0678,0.1111,0.1552,0.3818
Action Taken,Minute,Is Proxy,360.0000,0.0961,0.0494,0.0000,0.0588,0.0885,0.1300,0.2500
Action Taken,Second,DayOfWeek,1260.0000,0.1731,0.0923,0.0000,0.1034,0.1613,0.2314,0.5217
Action Taken,Second,IsWeekend,360.0000,0.0982,0.0548,0.0000,0.0585,0.0888,0.1306,0.3269
Action Taken,Second,Browser Name,1620.0000,0.2371,0.1650,0.0000,0.1212,0.2000,0.3233,1.0000
Action Taken,Second,Browser Patch Minor,360.0000,0.1061,0.0741,0.0000,0.0534,0.0862,0.1429,0.4151
Action Taken,Second,OS Name,900.0000,0.1645,0.1023,0.0000,0.0909,0.1495,0.2174,0.6250
Action Taken,Second,OS Version,3689.0000,0.4235,0.2885,0.0000,0.2000,0.3529,0.6000,1.0000
Action Taken,Second,OS Version Minor,2496.0000,0.4374,0.2869,0.0000,0.2000,0.4000,0.6667,1.0000
Action Taken,Second,OS Version Patch,1961.0000,0.4110,0.2763,0.0000,0.2000,0.3750,0.6000,1.0000
Action Taken,Second,OS Version Patch Minor,180.0000,0.0625,0.0357,0.0087,0.0328,0.0545,0.0834,0.1882
Action Taken,Second,Device Brand,596.0000,0.2109,0.2551,0.0000,0.0769,0.1250,0.2069,1.0000
Action Taken,Second,Device Model,1303.0000,0.3208,0.2722,0.0000,0.1250,0.2273,0.4330,1.0000
Action Taken,Second,Device Type,1303.0000,0.3208,0.2722,0.0000,0.1250,0.2273,0.4330,1.0000
Action Taken,Second,Packet Bin,540.0000,0.1190,0.0681,0.0000,0.0655,0.1101,0.1591,0.4130
Action Taken,Second,Global Destination IP,286.0000,0.3470,0.4060,0.0000,0.0449,0.0878,0.9375,1.0000
Action Taken,Second,Is Proxy,360.0000,0.0906,0.0515,0.0079,0.0535,0.0816,0.1197,0.2857
Action Taken,DayOfWeek,Browser Name,189.0000,0.0753,0.0451,0.0079,0.0435,0.0658,0.1000,0.2794
Action Taken,DayOfWeek,Browser Version,1345.0000,0.3233,0.2229,0.0000,0.1507,0.2857,0.4444,1.0000
Action Taken,DayOfWeek,Browser Minor,2086.0000,0.4929,0.2851,0.0000,0.2500,0.5000,0.6667,1.0000
Action Taken,DayOfWeek,Browser Patch,2485.0000,0.5217,0.2960,0.0000,0.2500,0.5000,0.6667,1.0000
Action Taken,DayOfWeek,OS Name,105.0000,0.0599,0.0316,0.0041,0.0388,0.0543,0.0766,0.1618
Action Taken,DayOfWeek,OS Version,461.0000,0.1669,0.1617,0.0000,0.0698,0.1237,0.2029,1.0000
Action Taken,DayOfWeek,OS Version Minor,294.0000,0.1351,0.0842,0.0000,0.0714,0.1263,0.1789,0.4737
Action Taken,DayOfWeek,OS Version Patch,231.0000,0.1303,0.0862,0.0056,0.0645,0.1200,0.1675,0.4615
Action Taken,DayOfWeek,Device Brand,82.0000,0.1644,0.2417,0.0000,0.0355,0.0570,0.1027,1.0000
Action Taken,DayOfWeek,Device Model,166.0000,0.1555,0.1801,0.0000,0.0510,0.0928,0.1831,1.0000
Action Taken,DayOfWeek,Device Type,166.0000,0.1555,0.1801,0.0000,0.0510,0.0928,0.1831,1.0000
Action Taken,DayOfWeek,Packet Bin,63.0000,0.0397,0.0195,0.0021,0.0246,0.0389,0.0492,0.0851
Action Taken,DayOfWeek,Global Source IP,42.0000,0.2092,0.2388,0.0072,0.0225,0.0735,0.3937,0.8000
Action Taken,IsWeekend,Browser Name,54.0000,0.0447,0.0282,0.0032,0.0239,0.0354,0.0585,0.1132
Action Taken,IsWeekend,Browser Version,395.0000,0.2021,0.1841,0.0000,0.0831,0.1500,0.2500,1.0000
Action Taken,IsWeekend,Browser Minor,606.0000,0.2669,0.1747,0.0000,0.1333,0.2381,0.3636,1.0000
Action Taken,IsWeekend,Browser Patch,726.0000,0.2814,0.1905,0.0000,0.1429,0.2400,0.3750,1.0000
Action Taken,IsWeekend,OS Name,30.0000,0.0382,0.0241,0.0051,0.0213,0.0285,0.0579,0.0938
Action Taken,IsWeekend,OS Version,132.0000,0.0902,0.0820,0.0000,0.0352,0.0696,0.1087,0.5000
Action Taken,IsWeekend,OS Version Minor,84.0000,0.0850,0.0531,0.0056,0.0508,0.0795,0.1080,0.2838
Action Taken,IsWeekend,OS Version Patch,66.0000,0.0698,0.0452,0.0070,0.0285,0.0630,0.0982,0.2241
Action Taken,IsWeekend,Device Brand,24.0000,0.1048,0.1498,0.0070,0.0242,0.0338,0.0975,0.6000
Action Taken,IsWeekend,Device Model,48.0000,0.0941,0.1104,0.0032,0.0262,0.0588,0.1177,0.6000
Action Taken,IsWeekend,Device Type,48.0000,0.0941,0.1104,0.0032,0.0262,0.0588,0.1177,0.6000
Action Taken,IsWeekend,Scale Packet Length,8315.0000,0.5183,0.2938,0.0000,0.2500,0.5000,0.6667,1.0000
Action Taken,IsWeekend,Global Source IP,12.0000,0.1521,0.1624,0.0091,0.0203,0.0841,0.2659,0.4286
Action Taken,IsWeekend,Global Destination IP,12.0000,0.0966,0.1100,0.0089,0.0213,0.0495,0.1371,0.3846
Action Taken,Browser Name,Browser Version,609.0000,0.2577,0.1912,0.0000,0.1143,0.2037,0.3750,1.0000
Action Taken,Browser Name,Browser Minor,333.0000,0.1678,0.1086,0.0000,0.0882,0.1429,0.2273,0.5000
Action Taken,Browser Name,Browser Patch,696.0000,0.3183,0.2263,0.0000,0.1500,0.2500,0.4286,1.0000
Action Taken,Browser Name,OS Name,48.0000,0.0383,0.0212,0.0050,0.0206,0.0353,0.0554,0.1056
Action Taken,Browser Name,OS Version,291.0000,0.1260,0.1016,0.0000,0.0534,0.1000,0.1667,0.7143
Action Taken,Browser Name,OS Version Minor,162.0000,0.1038,0.0870,0.0050,0.0491,0.0816,0.1338,0.6667
Action Taken,Browser Name,OS Version Patch,183.0000,0.1132,0.0685,0.0050,0.0652,0.1026,0.1595,0.3636
Action Taken,Browser Name,Device Brand,60.0000,0.1067,0.1783,0.0000,0.0265,0.0479,0.0954,1.0000
Action Taken,Browser Name,Device Model,72.0000,0.1047,0.1637,0.0000,0.0284,0.0510,0.1033,1.0000
